Program Code,Program Title,Semester,Required Credit,Study Pattern,Subject Code,GE Elective,GE/DS Elective,DS Elective,Cantonese/Putonghua,Eng Level,Total DS,Total GE,Bio Level,Chem Level,Phy Level
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH1110,,2,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,68,II,SEHH2031,,2,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,SEHH1110,,2,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,SEHH2041,,2,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,LCH1067,,2,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH1110,,2,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,65,II,SEHH2041,,2,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,71,II,SEHH2031,,2,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,71,II,SEHH1109,,2,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,71,II,SEHH1110,,2,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,71,II,LCH1067,,2,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,68,II,SEHH2031,,2,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,68,II,SEHH1109,,2,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,68,II,SEHH1110,,2,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,68,II,LCH1067,,2,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,68,II,SEHH2031,,2,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,68,II,SEHH1110,,2,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,68,II,SEHH2041,,2,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,68,II,LCH1067,,2,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Putonghua,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH1110,,2,,Putonghua,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Putonghua,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,68,II,SEHH2031,,2,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,SEHH1110,,2,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,SEHH2041,,2,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,68,II,LCH1067,,2,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Putonghua,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH1110,,2,,Putonghua,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Putonghua,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,65,II,SEHH2031,,2,,Putonghua,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,65,II,SEHH2041,,2,,Putonghua,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,65,II,LCH1067,,2,,Putonghua,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,69,II,SEHH2031,,2,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,SEHH1109,,2,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,SEHH1110,,2,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,LCH1047,,2,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH1109,,2,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2041,,2,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Cantonese,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH1110,,2,,Cantonese,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Cantonese,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2041,,2,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Cantonese,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH1110,,2,,Cantonese,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Cantonese,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Cantonese,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2041,,2,,Cantonese,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Cantonese,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,69,II,SEHH2031,,2,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,SEHH1109,,2,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,SEHH1110,,2,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,69,II,LCH1047,,2,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH1109,,2,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2041,,2,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Putonghua,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH1110,,2,,Putonghua,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Putonghua,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,2,66,II,SEHH2031,,2,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH1110,,2,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,SEHH2041,,2,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,66,II,LCH1047,,2,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Putonghua,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH1110,,2,,Putonghua,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Putonghua,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,2,63,II,SEHH2031,,2,,Putonghua,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,63,II,SEHH2041,,2,,Putonghua,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,2,63,II,LCH1047,,2,,Putonghua,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,3,71,II,SEHH1049,,3,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,71,II,SEHH2041,,3,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,3,71,II,SEHH1049,,3,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,71,II,SEHH2041,,3,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Putonghua,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,3,68,II,SEHH1049,,4,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Putonghua,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,3,65,II,SEHH1049,,4,,Putonghua,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,3,69,II,SEHH1049,,3,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,69,II,SEHH2041,,3,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Cantonese,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Cantonese,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Cantonese,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,3,69,II,SEHH1049,,3,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,69,II,SEHH2041,,3,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Putonghua,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,3,66,II,SEHH1049,,4,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Putonghua,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,3,63,II,SEHH1049,,4,,Putonghua,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,4,71,II,LCH1105,,5,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,4,68,II,LCH1105,,4,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,4,68,II,LCH1105,,4,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,4,65,II,LCH1105,,4,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,4,68,II,LCH1105,,4,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,4,65,II,LCH1105,,4,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,4,65,II,LCH1105,,4,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,4,71,II,LCH1106,,5,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,4,68,II,LCH1106,,4,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,4,68,II,LCH1106,,4,,Putonghua,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,4,65,II,LCH1106,,4,,Putonghua,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,4,68,II,LCH1106,,4,,Putonghua,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,4,65,II,LCH1106,,4,,Putonghua,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,4,65,II,LCH1106,,4,,Putonghua,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,4,69,II,LCH1105,,5,,Cantonese,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,4,66,II,LCH1105,,4,,Cantonese,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,4,66,II,LCH1105,,4,,Cantonese,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,4,63,II,LCH1105,,4,,Cantonese,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,4,66,II,LCH1105,,4,,Cantonese,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,4,63,II,LCH1105,,4,,Cantonese,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,4,63,II,LCH1105,,4,,Cantonese,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,4,69,II,LCH1106,,5,,Putonghua,>2,6,4,<2,<2,<2
8C112-AS,Associate of Science,4,66,II,LCH1106,,4,,Putonghua,>2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,4,66,II,LCH1106,,4,,Putonghua,>2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,4,63,II,LCH1106,,4,,Putonghua,>2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,4,66,II,LCH1106,,4,,Putonghua,>2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,4,63,II,LCH1106,,4,,Putonghua,>2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,4,63,II,LCH1106,,4,,Putonghua,>2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,65,III,SEHH1068,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1109,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1110,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1116,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SHDH1072,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,LCH1066,,,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1068,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1109,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1110,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SEHH1116,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,SHDH1072,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,65,III,LCH1066,,,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1068,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1109,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1110,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1116,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SHDH1072,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,LCH1046,,,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1068,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1109,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1110,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SEHH1116,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,SHDH1072,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,63,III,LCH1046,,,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,SEHH1069,,2,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,SEHH2031,,2,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,LCH1067,,2,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,SEHH1069,,2,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,SEHH2031,,2,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,65,III,LCH1067,,2,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,SEHH1069,,2,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,SEHH2031,,2,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,LCH1047,,2,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,SEHH1069,,2,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,SEHH2031,,2,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,2,63,III,LCH1047,,2,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,65,III,SEHH1049,,4,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,65,III,SEHH2041,,4,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,65,III,SEHH1049,,4,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,65,III,SEHH2041,,4,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,63,III,SEHH1049,,4,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,63,III,SEHH2041,,4,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,63,III,SEHH1049,,4,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,3,63,III,SEHH2041,,4,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,4,65,III,LCH1105,,4,,Cantonese,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,4,65,III,LCH1106,,4,,Putonghua,2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,4,63,III,LCH1105,,4,,Cantonese,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,4,63,III,LCH1106,,4,,Putonghua,>2,6,4,>=2,>=2,>=2
8C112-AS,Associate of Science,1,74,IV,SEHH1068,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1116,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SHDH1072,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1108,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1106,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1107,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,LCH1066,,,,Cantonese,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1116,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SHDH1072,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH2041,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1106,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1107,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,LCH1066,,,,Cantonese,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1116,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,SHDH1072,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1108,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1106,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1109,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,71,IV,LCH1066,,,,Cantonese,2,6,4,<2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1116,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,SHDH1072,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH2041,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1106,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1109,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,68,IV,LCH1066,,,,Cantonese,2,6,4,<2,>=2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1116,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SHDH1072,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1108,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1107,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1109,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,71,IV,LCH1066,,,,Cantonese,2,6,4,>=2,<2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1116,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SHDH1072,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH2041,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1107,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1109,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,LCH1066,,,,Cantonese,2,6,4,>=2,<2,>=2
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1116,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SHDH1072,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1108,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1109,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,SEHH1110,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,68,IV,LCH1066,,,,Cantonese,2,6,4,>=2,>=2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1068,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1116,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SHDH1072,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1108,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1106,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,SEHH1107,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,74,IV,LCH1066,,,,Putonghua,2,6,4,<2,<2,<2
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1116,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SHDH1072,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH2041,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1106,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,SEHH1107,,,,Putonghua,2,6,4,<2,<2,>=2
8C112-AS,Associate of Science,1,71,IV,LCH1066,,,,Putonghua,2,6,4,<2,<2,>=2
