Program Code,Program Title,Semester,Required Credit,Study Pattern,Subject Code,GE Elective,GE/DS Elective,DS Elective,Cantonese/Putonghua,Eng Level,Total DS,Total GE,Bio Level,Chem Level,Phy Level
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
8C112-AS,Associate of Science,2,63,III,SEHH1069,,2,,Putonghua,>2,6,4,>=2,>=2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
8C112-AS,Associate of Science,3,63,III,SEHH1049,,4,,Putonghua,>2,6,4,>=2,>=2,>=3
,,,,,SEHH2041,,,,,,,,,,
,,,,,LCH1106,,,,,,,,,,
8C112-AS,Associate of Science,1,74,IV,SEHH1068,,,,Cantonese,2,6,4,<2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,74,IV,SEHH1069,,2,,Cantonese,2,6,4,<2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,74,IV,SEHH1049,,4,,Cantonese,2,6,4,<2,<2,<3
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,4,74,IV,LCH1105,,5,,Cantonese,2,6,4,<2,<2,<3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,<2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Cantonese,2,6,4,<2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Cantonese,2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,4,71,IV,LCH1105,,5,,Cantonese,2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,<2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Cantonese,2,6,4,<2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Cantonese,2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,4,71,IV,LCH1105,,5,,Cantonese,2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,<2,>=2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Cantonese,2,6,4,<2,>=2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Cantonese,2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,4,68,IV,LCH1105,,4,,Cantonese,2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Cantonese,2,6,4,>=2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Cantonese,2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,4,71,IV,LCH1105,,5,,Cantonese,2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Cantonese,2,6,4,>=2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Cantonese,2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,4,68,IV,LCH1105,,4,,Cantonese,2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Cantonese,2,6,4,>=2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Cantonese,2,6,4,>=2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Cantonese,2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,4,68,IV,LCH1105,,4,,Cantonese,2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,1,74,IV,SEHH1068,,,,Putonghua,2,6,4,<2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,74,IV,SEHH1069,,2,,Putonghua,2,6,4,<2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,74,IV,SEHH1049,,4,,Putonghua,2,6,4,<2,<2,<3
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,4,74,IV,LCH1106,,5,,Putonghua,2,6,4,<2,<2,<3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Putonghua,2,6,4,<2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Putonghua,2,6,4,<2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Putonghua,2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,4,71,IV,LCH1106,,5,,Putonghua,2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Putonghua,2,6,4,<2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Putonghua,2,6,4,<2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Putonghua,2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,4,71,IV,LCH1106,,5,,Putonghua,2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Putonghua,2,6,4,<2,>=2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Putonghua,2,6,4,<2,>=2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Putonghua,2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,4,68,IV,LCH1106,,4,,Putonghua,2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,1,71,IV,SEHH1068,,,,Putonghua,2,6,4,>=2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,71,IV,SEHH1069,,2,,Putonghua,2,6,4,>=2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,71,IV,SEHH1049,,4,,Putonghua,2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,4,71,IV,LCH1106,,5,,Putonghua,2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Putonghua,2,6,4,>=2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Putonghua,2,6,4,>=2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Putonghua,2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,4,68,IV,LCH1106,,4,,Putonghua,2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,1,68,IV,SEHH1068,,,,Putonghua,2,6,4,>=2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,2,68,IV,SEHH1069,,2,,Putonghua,2,6,4,>=2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,68,IV,SEHH1049,,4,,Putonghua,2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,4,68,IV,LCH1106,,4,,Putonghua,2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,1,72,IV,SEHH1068,,,,Cantonese,>2,6,4,<2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,72,IV,SEHH1069,,2,,Cantonese,>2,6,4,<2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,72,IV,SEHH1049,,4,,Cantonese,>2,6,4,<2,<2,<3
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,4,72,IV,LCH1105,,5,,Cantonese,>2,6,4,<2,<2,<3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Cantonese,>2,6,4,<2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Cantonese,>2,6,4,<2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Cantonese,>2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,4,69,IV,LCH1105,,5,,Cantonese,>2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Cantonese,>2,6,4,<2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Cantonese,>2,6,4,<2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Cantonese,>2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,4,69,IV,LCH1105,,5,,Cantonese,>2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Cantonese,>2,6,4,<2,>=2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Cantonese,>2,6,4,<2,>=2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Cantonese,>2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,4,66,IV,LCH1105,,4,,Cantonese,>2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Cantonese,>2,6,4,>=2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Cantonese,>2,6,4,>=2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Cantonese,>2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,4,69,IV,LCH1105,,5,,Cantonese,>2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Cantonese,>2,6,4,>=2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Cantonese,>2,6,4,>=2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Cantonese,>2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,4,66,IV,LCH1105,,4,,Cantonese,>2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Cantonese,>2,6,4,>=2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Cantonese,>2,6,4,>=2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Cantonese,>2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,4,66,IV,LCH1105,,4,,Cantonese,>2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,1,72,IV,SEHH1068,,,,Putonghua,>2,6,4,<2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,72,IV,SEHH1069,,2,,Putonghua,>2,6,4,<2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,72,IV,SEHH1049,,4,,Putonghua,>2,6,4,<2,<2,<3
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,4,72,IV,LCH1106,,5,,Putonghua,>2,6,4,<2,<2,<3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Putonghua,>2,6,4,<2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Putonghua,>2,6,4,<2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Putonghua,>2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,4,69,IV,LCH1106,,5,,Putonghua,>2,6,4,<2,<2,>=3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Putonghua,>2,6,4,<2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Putonghua,>2,6,4,<2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Putonghua,>2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,4,69,IV,LCH1106,,5,,Putonghua,>2,6,4,<2,>=2,<3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Putonghua,>2,6,4,<2,>=2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1106,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Putonghua,>2,6,4,<2,>=2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Putonghua,>2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,4,66,IV,LCH1106,,4,,Putonghua,>2,6,4,<2,>=2,>=3
8C112-AS,Associate of Science,1,69,IV,SEHH1068,,,,Putonghua,>2,6,4,>=2,<2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,69,IV,SEHH1069,,2,,Putonghua,>2,6,4,>=2,<2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,69,IV,SEHH1049,,4,,Putonghua,>2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,4,69,IV,LCH1106,,5,,Putonghua,>2,6,4,>=2,<2,<3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Putonghua,>2,6,4,>=2,<2,>=3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SEHH1107,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Putonghua,>2,6,4,>=2,<2,>=3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Putonghua,>2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,4,66,IV,LCH1106,,4,,Putonghua,>2,6,4,>=2,<2,>=3
8C112-AS,Associate of Science,1,66,IV,SEHH1068,,,,Putonghua,>2,6,4,>=2,>=2,<3
,,,,,SEHH1116,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,SEHH1108,,,,,,,,,,
,,,,,SEHH1109,,,,,,,,,,
,,,,,SEHH1110,,,,,,,,,,
8C112-AS,Associate of Science,2,66,IV,SEHH1069,,2,,Putonghua,>2,6,4,>=2,>=2,<3
,,,,,SEHH2031,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
8C112-AS,Associate of Science,3,66,IV,SEHH1049,,4,,Putonghua,>2,6,4,>=2,>=2,<3
8C112-AS,Associate of Science,4,66,IV,LCH1106,,4,,Putonghua,>2,6,4,>=2,>=2,<3
8C112-ENG,Associate in Engineering,1,62,I,SEHH1069,,,,Cantonese,2,4,4,,,
,,,,,SEHH1116,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,LCH1105,,,,,,,,,,
8C112-ENG,Associate in Engineering,2,62,I,SEHH1049,2,,,Cantonese,2,4,4,,,
,,,,,SEHH1070,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
8C112-ENG,Associate in Engineering,3,62,I,SEHH2042,,,2,Cantonese,2,4,4,,,
,,,,,SEHH2250,,,,,,,,,,
,,,,,SEHH2269,,,,,,,,,,
8C112-ENG,Associate in Engineering,4,62,I,SEHH2249,2,,2,Cantonese,2,4,4,,,
8C112-ENG,Associate in Engineering,1,62,I,SEHH1069,,,,Putonghua,2,4,4,,,
,,,,,SEHH1116,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1066,,,,,,,,,,
,,,,,LCH1106,,,,,,,,,,
8C112-ENG,Associate in Engineering,2,62,I,SEHH1049,2,,,Putonghua,2,4,4,,,
,,,,,SEHH1070,,,,,,,,,,
,,,,,LCH1067,,,,,,,,,,
8C112-ENG,Associate in Engineering,3,62,I,SEHH2042,,,2,Putonghua,2,4,4,,,
,,,,,SEHH2250,,,,,,,,,,
,,,,,SEHH2269,,,,,,,,,,
8C112-ENG,Associate in Engineering,4,62,I,SEHH2249,2,,2,Putonghua,2,4,4,,,
8C112-ENG,Associate in Engineering,1,60,I,SEHH1069,,,,Cantonese,>2,4,4,,,
,,,,,SEHH1116,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,LCH1105,,,,,,,,,,
8C112-ENG,Associate in Engineering,2,60,I,SEHH1049,2,,,Cantonese,>2,4,4,,,
,,,,,SEHH1070,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
8C112-ENG,Associate in Engineering,3,60,I,SEHH2042,,,2,Cantonese,>2,4,4,,,
,,,,,SEHH2250,,,,,,,,,,
,,,,,SEHH2269,,,,,,,,,,
8C112-ENG,Associate in Engineering,4,60,I,SEHH2249,2,,2,Cantonese,>2,4,4,,,
8C112-ENG,Associate in Engineering,1,60,I,SEHH1069,,,,Putonghua,>2,4,4,,,
,,,,,SEHH1116,,,,,,,,,,
,,,,,SEHH2041,,,,,,,,,,
,,,,,SHDH1072,,,,,,,,,,
,,,,,LCH1046,,,,,,,,,,
,,,,,LCH1106,,,,,,,,,,
8C112-ENG,Associate in Engineering,2,60,I,SEHH1049,2,,,Putonghua,>2,4,4,,,
,,,,,SEHH1070,,,,,,,,,,
,,,,,LCH1047,,,,,,,,,,
8C112-ENG,Associate in Engineering,3,60,I,SEHH2042,,,2,Putonghua,>2,4,4,,,
,,,,,SEHH2250,,,,,,,,,,
,,,,,SEHH2269,,,,,,,,,,
8C112-ENG,Associate in Engineering,4,60,I,SEHH2249,2,,2,Putonghua,>2,4,4,,,
